258	4943	4749
259	2485	3281
260	3473	2615
261	1184	2252
262	4985	1472
263	2792	3503
264	3764	3493
265	1424	3105
266	2154	4459
267	2595	2625
268	1296	2286
269	3515	2174
270	3028	3727
271	2341	2658
272	756	2155
273	4739	2974
274	2996	1896
275	1205	4768
276	40	716
277	3109	4895
278	1804	2523
279	2852	2527
280	4941	3387
281	186	978
282	3643	3003
283	3004	2618
284	787	1223
285	115	3518
286	2129	2377
287	1608	4318
288	686	1205
289	2829	490
290	1999	1507
291	4970	2279
292	1846	3895
293	2884	4051
294	2664	1594
295	4765	3079
296	3807	4713
297	2890	4490
298	1229	2992
299	1627	2335
300	4670	2980
301	1073	2741
302	1350	1509
303	3386	1794
304	60	215
305	1961	2855
306	325	2702
307	2333	1856
308	335	4223
309	2635	4927
310	3823	3448
311	959	1098
312	2962	3340
313	646	2634
314	4276	812
315	89	4737
316	2927	1730
317	2797	4798
318	3514	71
319	1443	4233
320	727	2481
321	4420	2114
322	1677	2390
323	3733	69
324	2104	2728
325	4566	1165
326	3360	561
327	794	1642
328	4306	1288
329	3058	4742
330	528	410
331	4269	694
332	364	2799
333	2649	428
334	600	7
335	4333	3383
336	4688	854
337	599	4722
338	123	1983
339	3835	3683
340	4516	4511
341	4605	4923
342	1466	163
343	2278	1419
344	1341	1622
345	2576	3423
346	227	3676
347	4911	3144
348	2609	4433
349	1400	588
350	2757	66
351	30	2438
352	1137	4514
353	1330	988
354	3406	4512
355	4085	2027
356	4785	2014
357	1409	583
358	4549	3146
359	1042	2562
360	4639	2593
361	3009	2823
362	2239	2337
363	617	4486
364	3656	45
365	4937	2041
366	4879	1004
367	4950	3833
368	126	3266
369	3246	1879
370	3475	4631
371	2602	2964
372	2854	4916
373	4034	2825
374	4053	1549
375	4766	4965
376	1037	4037
377	4747	1610
378	2390	3539
379	2705	1808
380	3723	4559
381	4616	1164
382	2536	549
383	2833	970
384	1855	3615
385	4212	4119
386	3274	2260
387	3103	4699
388	4810	2257
389	74	1543
390	657	4711
391	2698	1237
392	4484	4220
393	2482	4142
394	2001	564
395	1949	2320
396	2973	3883
397	1256	3575
398	2535	3043
399	2591	3506
400	4366	3118
401	2003	1558
402	3257	277
403	430	3523
404	1400	2608
405	4666	3030
406	234	2006
407	3574	127
408	2715	413
409	1579	838
410	4041	2978
411	4354	1095
412	1228	4106
413	3866	1523
414	9	4480
415	4515	2910
416	3949	2818
417	764	865
418	712	319
419	4192	4474
420	1357	3256
421	2918	2281
422	2417	2443
423	911	4663
424	1268	2165
425	1588	4816
426	1096	527
427	4472	719
428	59	2395
429	3499	953
430	269	3312
431	323	725
432	4885	3165
433	2215	995
434	1354	506
435	1781	4895
436	2492	3901
437	4131	3269
438	861	3555
439	3946	1578
440	3899	1478
441	1976	2087
442	2867	4735
443	3970	3550
444	947	4284
445	3812	975
446	2853	4393
447	913	5
448	1204	4429
449	4444	2795
450	1066	998
451	855	1692
452	2485	735
453	4237	1586
454	3104	2699
455	2839	901
456	3635	2942
457	1635	3389
458	3171	2641
459	4965	19
460	4567	4235
461	831	2359
462	2517	1033
463	3602	1643
464	282	4534
465	1915	4515
466	994	3690
467	2790	3839
468	728	3765
469	3376	2436
470	2163	4513
471	4018	599
472	3472	3390
473	996	2838
474	464	1833
475	2658	3378
476	2311	1576
477	2101	3596
478	610	24
479	1513	2748
480	3419	2851
481	4647	3152
482	2211	25
483	204	575
484	3091	827
485	819	3993
486	1461	2367
487	1951	3959
488	4379	4547
489	398	697
490	4871	2550
491	3954	3834
492	2151	503
493	4866	4536
494	1707	2461
495	548	3412
496	4344	4620
497	1510	3051
498	3923	1102
499	1286	4954
500	630	1844
501	76	4661
502	4739	783
503	257	194
504	3329	829
505	4451	2947
506	561	2899
507	4057	728
508	3680	1691
509	1376	1993
510	3686	4980
511	626	1952
512	3214	4781
513	2081	2220
514	3580	4561
515	4289	4144
516	294	2201
517	1382	3655
518	1837	4340
519	3320	1585
520	3733	2375
521	2167	793
522	200	3917
523	3765	4053
524	3374	2124
525	3184	705
526	3990	2955
527	4065	4262
528	878	1251
529	2344	201
530	764	1434
531	11	4251
532	3898	2009
533	1083	3785
534	3945	507
535	2900	2071
536	3120	2588
537	2856	3360
538	409	4705
539	1341	1159
540	3203	4935
541	3255	2000
542	807	4044
543	1279	4874
544	798	2108
545	4291	3926
546	4782	3987
547	1525	136
548	3492	284
549	1006	4388
550	772	3849
551	2600	2820
552	3423	2771
553	3067	1324
554	1096	2851
555	4259	653
556	4617	2151
557	1248	914
558	3304	678
559	3078	2448
560	2007	3271
561	575	1911
562	745	1439
563	2732	3909
564	279	1141
565	1720	3504
566	4286	1141
567	2630	462
568	840	4925
569	2866	2564
570	2478	351
571	1534	4897
572	1583	3192
573	2682	2233
574	924	3627
575	1481	434
576	4028	92
577	2774	3373
578	3086	4805
579	91	3246
580	4734	2917
581	3791	2659
582	4952	2145
583	3358	3285
584	1063	2237
585	451	4719
586	168	3623
587	2417	4292
588	3207	681
589	4808	2759
590	3011	198
591	2435	1415
592	2105	2065
593	1138	930
594	2616	2991
595	1437	1692
596	4097	611
597	3832	1215
598	1351	4702
599	1588	3916
600	3559	786
601	359	4131
602	604	2735
603	2630	2596
604	4268	1196
605	410	2305
606	3630	1260
607	1716	2097
608	2042	4414
609	1862	4648
610	3695	120
611	4389	4305
612	698	2710
613	199	1798
614	3521	4199
615	71	2619
616	1848	3131
617	3464	4383
618	2984	3966
619	327	379
620	3846	4752
621	2801	1926
622	4706	991
623	734	2203
624	4578	483
625	1533	1320
626	4360	4495
627	1165	2758
628	4051	253
629	4149	3896
630	2433	1229
631	3201	3146
632	3599	1622
633	3113	4472
634	3945	3553
635	3784	4996
636	1187	4081
637	3698	1626
638	1945	1835
639	259	4800
640	4541	2601
641	2574	2295
642	2885	3234
643	614	2065
644	2163	4896
645	110	2383
646	1445	2167
647	2897	2221
648	3819	276
649	3646	1845
650	2790	2512
651	2923	4532
652	1727	3111
653	2499	3004
654	3280	814
655	4204	999
656	1880	1267
657	1679	2072
658	3311	1115
659	3839	978
660	801	897
661	1133	3826
662	4929	4518
663	967	3017
664	4792	4822
665	45	4872
666	3413	1126
667	412	2971
668	234	2554
669	2955	4969
670	735	3424
671	4187	4703
672	3988	2977
673	924	4593
674	1009	2972
675	313	3715
676	1166	4533
677	4719	2311
678	4823	780
679	494	2151
680	608	1690
681	4225	2046
682	15	2790
683	1623	2734
684	2182	2267
685	1919	562
686	4819	4660
687	447	2733
688	2232	1808
689	4687	4076
690	652	237
691	581	3149
692	3724	3017
693	3711	2103
694	1647	4752
695	282	1049
696	850	3483
697	2983	364
698	4645	2465
699	2504	1614
700	2425	4490
701	1715	3771
702	178	1746
703	2750	1726
704	1848	38
705	2790	745
706	1505	1918
707	3736	4281
708	3092	4154
709	1638	4762
710	4391	2466
711	660	4319
712	723	751
713	1996	4349
714	4084	1504
715	1548	541
716	818	1844
717	2936	2053
718	3003	989
719	3884	4805
720	761	1223
721	670	3884
722	2147	3820
723	116	1066
724	3814	4327
725	4523	1306
726	4002	1967
727	2041	2679
728	3146	3062
729	3952	2448
730	4854	4296
731	2984	3876
732	3425	3175
733	524	2529
734	2707	3433
735	820	4389
736	4290	4907
737	3924	1595
738	4318	2974
739	4474	826
740	3147	1295
741	4639	3110
742	133	4248
743	2207	3880
744	1282	2766
745	2678	3125
746	3312	2057
747	1893	4287
748	4781	3396
749	557	3682
750	2328	1472
751	2658	2171
752	3224	4383
753	1268	4451
754	2396	2264
755	1666	3208
756	2075	1306
757	618	2178
758	326	3777
759	895	1457
760	1241	2590
761	2624	3561
762	1854	1729
763	1638	3396
764	3672	593
765	4485	2410
766	1135	4652
767	2807	597
768	1335	410
769	4989	2923
770	2037	2306
771	1289	54
772	774	2307
773	2891	2064
774	4636	3607
775	1259	2099
776	194	4213
777	4961	3155
778	279	4109
779	1693	3674
780	1888	2839
781	1187	3803
782	3776	86
783	4545	1584
784	1892	1010
785	4658	3624
786	3163	2447
787	4204	4339
788	2484	842
789	2513	297
790	1549	4339
791	3	4936
792	2880	4091
793	3947	3589
794	2123	127
795	3497	2232
796	2927	1062
797	4864	1988
798	2791	3311
799	4243	4820
800	148	1952
801	2951	2247
802	3984	3371
803	632	2913
804	1297	841
805	3934	2652
806	2767	1426
807	2875	4427
808	1172	2334
809	2230	3593
810	1108	212
811	1916	3383
812	4101	1760
813	1488	1361
814	3619	494
815	3919	3550
816	4447	815
817	4766	4070
818	1869	2417
819	4292	3636
820	4108	3526
821	1482	1737
822	1236	411
823	3398	2279
824	4705	1392
825	2901	3572
826	1650	2579
827	1137	2410
828	918	3018
829	3563	1143
830	2659	3969
831	4102	2315
832	1404	1237
833	1734	4002
834	2588	3078
835	2859	1459
836	3149	2607
837	4676	4870
838	1534	4562
839	1748	3917
840	4017	3411
841	1436	1148
842	2029	1833
843	1079	2683
844	2893	3160
845	3970	232
846	4189	2073
847	3086	2148
848	567	2610
849	2637	3080
850	2082	2780
851	2789	2906
852	4925	2343
853	2459	4786
854	3026	4333
855	4474	4711
856	4794	2916
857	1921	2264
858	1940	611
859	4046	501
860	1184	275
861	4093	4300
862	4136	2789
863	221	3036
864	2192	764
865	3688	2473
866	524	3525
867	1924	3980
868	1671	2565
869	1634	317
870	1947	1830
871	632	1741
872	2182	843
873	2360	4969
874	1664	4856
875	2616	2010
876	476	3998
877	2731	2
878	1861	604
879	4967	2135
880	1825	3441
881	885	322
882	1748	1652
883	148	3913
884	4262	423
885	4117	92
886	1443	2603
887	4059	2881
888	741	3636
889	829	2212
890	4144	2279
891	4944	2114
892	4089	1870
893	1535	2872
894	1723	3704
895	4059	3055
896	1825	4072
897	3944	2488
898	3650	3085
899	1559	1437
900	3896	4169
901	3625	846
902	2053	520
903	3783	3233
904	105	3706
905	4003	1327
906	2239	4937
907	108	4062
908	3157	3357
909	4951	2705
910	3288	4329
911	592	3176
912	1477	3008
913	2280	801
914	20	3218
915	2919	2580
916	3571	3938
917	3772	1156
918	4596	1066
919	2544	496
920	1534	40
921	655	4081
922	3024	4910
923	1166	2210
924	4302	3998
925	3131	3516
926	731	4316
927	3569	1683
928	3659	4291
929	332	1705
930	3731	3844
931	3489	4650
932	4018	3910
933	378	1260
934	3056	2102
935	2496	2241
936	919	3423
937	2469	4888
938	3980	3209
939	1083	3955
940	134	1575
941	3667	4202
942	2622	2071
943	3108	3265
944	334	1980
945	1640	1892
946	2311	3086
947	1843	4902
948	3899	4610
949	4314	3827
950	1678	4126
951	1900	2412
952	1719	621
953	3547	3760
954	228	4574
955	2255	3722
956	1312	3150
957	168	4826
958	2891	3793
959	4410	4045
960	1213	4699
961	2481	3967
962	30	3798
963	3269	4472
964	2615	826
965	2763	304
966	3025	471
967	4034	3030
968	1625	4570
969	2094	1719
970	2517	4823
971	1754	3675
972	3680	3165
973	882	1033
974	3666	625
975	4588	1997
976	4666	2414
977	3129	3722
978	7	641
979	1454	1548
980	1527	492
981	4088	1959
982	957	3723
983	3484	4518
984	595	560
985	3233	2862
986	1226	2659
987	2835	594
988	4599	1554
989	2334	3444
990	3766	4157
991	4216	4761
992	4928	1635
993	968	323
994	3698	1911
995	4159	1043
996	990	4206
997	1554	2840
998	651	17
999	4275	3061
1000	1947	1282
1001	340	3766
1002	676	448
1003	3406	1555
1004	3170	1643
1005	1809	3030
1006	956	627
1007	245	1020
1008	3915	3876
1009	2894	3454
1010	4332	2188
1011	1270	3214
1012	1417	4166
1013	507	491
1014	3508	1365
1015	640	2923
1016	4431	2323
1017	578	773
1018	3979	643
1019	4210	4591
1020	2107	754
1021	3094	4672
1022	695	1827
1023	4323	4699
1024	2585	4924
1025	1949	343
1026	1700	4091
1027	1729	2009
1028	198	1945
1029	2616	2181
1030	1838	1778
1031	1066	4700
1032	1992	4929
1033	3769	714
1034	4537	1750
1035	2406	2287
1036	3414	629
1037	4058	2740
1038	3646	154
1039	4378	712
1040	2672	2985
1041	3380	4731
1042	3201	3496
1043	241	1676
1044	4449	518
1045	2488	111
1046	4740	595
1047	3305	2069
1048	3141	732
1049	2845	3070
1050	4764	4115
1051	4009	2562
1052	4428	4260
1053	1565	455
1054	3409	4727
1055	3741	1430
1056	498	1048
1057	3467	1620
1058	2208	2599
1059	2812	2637
1060	951	1602
1061	718	1532
1062	4449	1673
1063	2773	1743
1064	1546	3771
1065	208	4217
1066	2442	3473
1067	2198	3828
1068	370	3877
1069	2845	854
1070	4837	4341
1071	1034	3659
1072	600	799
1073	2609	403
1074	4351	4117
1075	4458	578
1076	242	2301
1077	4065	2437
1078	1009	1635
1079	2607	4076
1080	4483	2332
1081	1610	4953
1082	524	4653
1083	1618	598
1084	2182	3125
1085	510	2122
1086	91	2799
1087	4121	2051
1088	3932	3952
1089	3766	4195
1090	3739	3412
1091	1623	2363
1092	4492	2356
1093	752	3814
1094	3793	4033
1095	4714	4624
1096	2733	787
1097	104	3391
1098	4164	91
1099	2676	647
1100	1484	4412
1101	3044	1521
1102	2720	1822
1103	3770	4582
1104	2254	2237
1105	3431	3870
1106	4081	3781
1107	893	212
1108	4336	1134
1109	1871	2561
1110	364	2576
1111	2951	171
1112	3648	681
1113	281	2482
1114	3381	2270
1115	3987	2068
1116	270	581
1117	2332	2969
1118	400	841
1119	2055	727
1120	159	3512
1121	4909	4238
1122	4485	4854
1123	270	914
1124	4239	4238
1125	4871	1543
1126	4145	2034
1127	586	3952
1128	1791	102
1129	3073	90
1130	2719	2236
1131	3770	1513
1132	3473	1000
1133	2371	2772
1134	2382	2631
1135	775	2862
1136	2399	4225
1137	2303	2765
1138	472	389
1139	1945	4659
1140	4828	3921
1141	2742	1150
1142	1422	4181
1143	4640	575
1144	2946	1751
1145	3345	1558
1146	4528	2438
1147	3087	1830
1148	510	4961
1149	1380	4481
1150	3178	2458
1151	3750	1313
1152	3780	876
1153	2556	821
1154	237	2027
1155	3057	2708
1156	1657	3878
1157	3827	1303
1158	981	4254
1159	4351	4065
1160	484	1705
1161	3884	1208
1162	1347	836
1163	2031	2777
1164	2008	2074
1165	1400	3023
1166	686	2223
1167	872	2068
1168	2162	3069
1169	773	1532
1170	1730	4545
1171	4594	4709
1172	835	4969
1173	3583	934
1174	2242	3972
1175	4129	4212
1176	4015	4107
1177	3048	2118
1178	3567	2594
1179	1828	3572
1180	3069	4388
1181	4267	3095
1182	2020	3322
1183	4932	2715
1184	2826	4285
1185	1304	135
1186	3127	3856
1187	1695	1900
1188	3913	1591
1189	3356	2169
1190	2218	4645
1191	2689	1782
1192	2365	666
1193	1735	4029
1194	4474	2813
1195	491	1137
1196	4160	2474
1197	62	2351
1198	593	3793
1199	3839	1821
1200	3632	93
1201	4707	1208
1202	1721	2377
1203	3784	2695
1204	4570	865
1205	817	603
1206	1397	761
1207	4734	2731
1208	1401	4098
1209	4138	3267
1210	2915	2264
1211	1540	1798
1212	1388	3306
1213	1189	1045
1214	4210	1710
1215	1186	2352
1216	2685	2107
1217	1938	4866
1218	2152	2965
1219	4880	3444
1220	3388	1572
1221	1955	2793
1222	4820	3230
1223	4403	4937
1224	4240	452
1225	337	4752
1226	533	331
1227	1091	1957
1228	4412	3071
1229	1213	1685
1230	2823	567
1231	3808	1236
1232	4436	273
1233	1926	4554
1234	860	1615
1235	2423	3209
1236	2224	3439
1237	1936	2910
1238	4793	3814
1239	3193	1551
1240	3259	2297
1241	3332	253
1242	2289	371
1243	1039	3934
1244	828	3323
1245	4374	4333
1246	2364	765
1247	3767	3156
1248	3647	1557
1249	4640	4517
1250	4724	3952
1251	4642	4949
1252	1140	3341
1253	4721	1168
1254	1101	3604
1255	4659	3530
1256	4823	4566
1257	1658	4053
1258	631	3550
1259	595	3606
1260	2545	2076
1261	896	4096
1262	1428	4122
1263	4055	89
1264	3219	3003
1265	531	843
1266	350	3399
1267	4376	3832
1268	4582	947
1269	4560	3787
1270	2814	1002
1271	2180	488
1272	3695	2557
1273	1680	3033
1274	2146	533
1275	4611	1826
1276	2177	3347
1277	926	4738
1278	2181	639
1279	3047	1647
1280	678	3280
1281	4022	4515
1282	4947	637
1283	3259	3893
1284	4809	1520
1285	3107	1671
1286	3179	2732
1287	3983	1751
1288	72	369
1289	2293	3709
1290	3655	3148
1291	3000	2658
1292	1266	3684
1293	2442	1111
1294	3659	2327
1295	4489	2543
1296	4794	3194
1297	1979	1006
1298	1953	1060
1299	3670	3509
1300	1909	2151
1301	327	4505
1302	3838	4902
1303	3287	3254
1304	4349	1456
1305	3805	2506
1306	4036	2073
1307	894	189
1308	1995	2188
1309	814	1592
1310	3191	147
1311	444	120
1312	3841	50
1313	490	3119
1314	1296	4792
1315	1033	1254
1316	4328	1466
1317	3694	1619
1318	2010	837
1319	2949	2774
1320	418	991
1321	4043	4096
1322	3055	2365
1323	4157	1954
1324	2400	4557
1325	775	249
1326	3923	3379
1327	2027	1299
1328	3995	2159
1329	2247	2358
1330	1509	847
1331	3280	615
1332	2080	2219
1333	2477	4474
1334	708	3157
1335	871	3890
1336	3079	68
1337	4708	3822
1338	2027	4777
1339	2776	1513
1340	4789	3282
1341	4116	3676
1342	4397	4011
1343	2965	2999
1344	4541	4201
1345	2944	2768
1346	2778	2350
1347	4449	1189
1348	2674	299
1349	1479	2525
1350	4818	1905
1351	1293	810
1352	2695	3742
1353	772	2852
1354	633	1029
1355	3390	1706
1356	1993	3476
1357	4993	832
1358	3043	2474
1359	3896	825
1360	4323	1133
1361	2655	2336
1362	1996	3400
1363	2915	2950
1364	4160	4030
1365	4	2707
1366	4768	1143
1367	3792	3404
1368	2870	3788
1369	249	3881
1370	3360	1737
1371	4572	3408
1372	3867	324
1373	1678	4095
1374	1498	4641
1375	859	2175
1376	936	3866
1377	883	3911
1378	4666	3914
1379	153	2093
1380	3821	2085
1381	595	3558
1382	3118	4973
1383	2573	2669
1384	661	4248
1385	4433	1010
1386	405	2220
1387	1110	1878
1388	3444	3384
1389	2684	3175
1390	1290	2071
1391	1023	3555
1392	705	842
1393	2252	4526
1394	1297	4685
1395	2044	1676
1396	4268	3883
1397	1736	2624
1398	222	3477
1399	533	1008
1400	2021	940
1401	739	4909
1402	203	1849
1403	4306	4678
1404	945	3441
1405	3712	4214
1406	1613	4652
1407	1691	1299
1408	3486	809
1409	1340	4329
1410	2187	273
1411	2708	3559
1412	4157	2941
1413	1049	2446
1414	387	3182
1415	175	3389
1416	3234	1652
1417	2151	3349
1418	2981	2515
1419	1273	2858
1420	212	1786
1421	2588	2983
1422	90	983
1423	591	4701
1424	1838	4115
1425	4694	374
1426	890	1822
1427	1203	3686
1428	3853	4068
1429	4357	2886
1430	4729	3870
1431	2524	4431
1432	4096	12
1433	2419	1636
1434	2271	4332
1435	2167	2328
1436	1036	161
1437	4840	886
1438	789	1609
1439	2273	2433
1440	4545	853
1441	3797	4358
1442	3709	4046
1443	943	3586
1444	1054	2369
1445	2025	3654
1446	2445	176
1447	3432	110
1448	2803	2120
1449	3783	1941
1450	702	3519
1451	813	942
1452	3358	3077
1453	2839	2505
1454	1618	3216
1455	1178	1195
1456	1212	4595
1457	3768	2239
1458	3012	744
1459	862	653
1460	4189	4152
1461	1368	2071
1462	4353	2145
1463	445	3386
1464	3637	534
1465	4872	2517
1466	4700	3279
1467	2154	3994
1468	9	4161
1469	1663	1609
1470	1770	485
1471	451	3140
1472	4454	4758
1473	991	2374
1474	2552	833
1475	1909	2981
1476	3130	3124
1477	4218	496
1478	4790	1165
1479	4090	1204
1480	2888	1161
1481	1302	4987
1482	1536	606
1483	2975	2707
1484	2336	4708
1485	4457	4338
1486	4766	1416
1487	1632	2260
1488	2597	864
1489	4768	3361
1490	1095	3868
1491	2774	507
1492	4414	1729
1493	3379	1959
1494	2706	2883
1495	3462	2987
1496	436	1190
1497	731	4842
1498	1810	2316
1499	1209	4067
1500	3119	2448
1501	2451	3998
1502	1204	1563
1503	1267	1215
1504	498	4288
1505	2119	3343
1506	1076	1992
1507	1013	844
1508	2543	2480
1509	4352	3097
1510	736	4814
1511	2311	2131
1512	1279	4364
1513	4230	356
1514	104	3272
1515	2602	479
1516	2516	1703
1517	1775	2274
1518	3930	3452
1519	1023	4675
1520	4807	420
1521	3148	4117
1522	4162	507
1523	3576	2465
1524	4345	3139
1525	4528	4737
1526	4367	4537
1527	4136	1065
1528	1483	1404
1529	3718	4427
1530	2015	4491
1531	2031	4736
1532	3545	2464
1533	960	4531
1534	1524	2078
1535	2420	1457
1536	3915	289
1537	4235	4711
1538	2304	1257
1539	3562	3716
1540	1326	2525
1541	3634	870
1542	1512	3397
1543	4765	1209
1544	4185	3329
1545	4582	4692
1546	898	4928
1547	1072	2954
1548	3573	4565
1549	1769	1796
1550	2135	3324
1551	4881	1856
1552	73	1215
1553	2377	1207
1554	461	658
1555	2762	346
1556	2401	3187
1557	2349	3616
1558	1317	2718
1559	3656	3082
1560	4903	999
1561	4146	1324
1562	3565	4191
1563	209	4356
1564	1753	1354
1565	1122	2202
1566	1267	1648
1567	2465	4535
1568	3818	2289
1569	583	503
1570	1138	2358
1571	3683	1375
1572	350	4622
1573	3351	652
1574	3819	1793
1575	1763	4237
1576	1135	957
1577	4118	864
1578	4423	1330
1579	2077	1645
1580	4656	2199
1581	898	2206
1582	2620	340
1583	4844	1858
1584	4715	1483
1585	3023	3703
1586	1442	137
1587	2099	3980
1588	1572	2736
1589	4110	4161
1590	773	4547
1591	4422	1020
1592	4319	315
1593	3763	2962
1594	3899	689
1595	1628	832
1596	2647	4090
1597	3859	2021
1598	110	3617
1599	1560	2516
1600	3234	694
1601	4189	3567
1602	56	4389
1603	3906	1685
1604	3667	1780
1605	1026	1035
1606	4408	3256
1607	3134	4004
1608	980	2760
1609	4791	4682
1610	49	3549
1611	3400	4722
1612	3293	365
1613	1563	3563
1614	247	3245
1615	1843	4699
1616	204	4068
1617	4020	4378
1618	4928	3811
1619	1437	4047
1620	3303	4416
1621	1381	1171
1622	1135	4229
1623	4256	645
1624	3490	4365
1625	2486	12
1626	923	4655
1627	2162	1218
1628	1132	3154
1629	3939	2562
1630	4647	2909
1631	2572	3395
1632	1792	143
1633	2418	211
1634	2679	3986
1635	2613	2182
1636	1240	474
1637	2488	3627
1638	3361	1352
1639	794	585
1640	1049	3362
1641	4703	155
1642	1133	3197
1643	34	114
1644	1289	1559
1645	1123	3745
1646	4416	873
1647	1911	2274
1648	2389	1310
1649	2057	943
1650	1484	1293
1651	4842	2171
1652	3911	1534
1653	3690	3696
1654	3573	4481
1655	4357	3195
1656	748	4605
1657	1470	2907
1658	3499	4879
1659	87	3483
1660	1287	2407
1661	3882	1647
1662	2348	576
1663	2752	218
1664	943	4930
1665	1203	2388
1666	1217	738
1667	4156	3705
1668	512	1696
1669	1402	2875
1670	283	1094
1671	4118	3702
1672	3108	3433
1673	4645	1026
1674	2633	897
1675	4241	1622
1676	3373	2314
1677	2810	410
1678	4244	3098
1679	1335	2665
1680	3792	4643
1681	1241	3135
1682	4758	3975
1683	521	2898
1684	3885	2692
1685	2298	3031
1686	4950	1287
1687	1914	4157
1688	2723	328
1689	320	2814
1690	1756	2660
1691	4168	4196
1692	172	2274
1693	520	2602
1694	1775	918
1695	3650	3160
1696	3957	3274
1697	4045	517
1698	1328	4768
1699	2269	4463
1700	4622	4792
1701	3180	1581
1702	1198	655
1703	3218	1113
1704	2762	785
1705	3164	3048
1706	2371	2020
1707	2605	1711
1708	3563	1876
1709	4308	3037
1710	2373	1854
1711	3110	150
1712	1197	3136
1713	3026	4700
1714	1000	1354
1715	3910	4558
1716	1252	219
1717	1378	1509
1718	2310	1380
1719	4107	234
1720	4132	2526
1721	4376	1188
1722	994	198
1723	1394	2004
1724	1950	1710
1725	2479	1513
1726	3894	3299
1727	364	1719
1728	3772	243
1729	2202	2041
1730	1678	553
1731	974	1182
1732	638	1903
1733	1704	2492
1734	4496	3061
1735	4276	4138
1736	4697	1237
1737	4154	46
